Time,Temp,Hum,Gas,Motion,AQI,Status
2026-04-29 06:50:08,30.0,78.0,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:50:10,30.1,78.0,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:50:12,30.0,77.2,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:14,30.0,77.3,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:50:16,30.0,77.3,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:50:18,30.0,77.3,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:20,30.0,77.3,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:50:22,30.0,77.3,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:50:24,30.0,77.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:26,30.0,77.3,239.0,0.0,19.7,EXCELLENT
2026-04-29 06:50:28,30.0,77.3,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:50:30,30.0,77.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:32,30.0,77.4,247.0,0.0,22.3,EXCELLENT
2026-04-29 06:50:34,30.0,77.3,239.0,0.0,19.7,EXCELLENT
2026-04-29 06:50:36,30.0,77.4,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:50:38,30.0,77.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:40,30.0,77.3,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:42,30.0,77.4,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:50:44,30.0,77.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:46,30.0,77.4,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:50:48,30.0,77.4,252.0,0.0,24.0,EXCELLENT
2026-04-29 06:50:50,30.0,77.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:52,30.0,77.5,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:54,30.0,77.5,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:57,30.0,77.5,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:58,30.0,77.5,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:51:00,30.0,77.5,250.0,0.0,23.3,EXCELLENT
2026-04-29 06:51:02,30.0,77.5,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:51:05,30.0,77.5,239.0,0.0,19.7,EXCELLENT
